"","id","institutionCode","collectionCode","ownerInstitutionCode","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordedByID","associatedCollectors","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","substrate","host","verbatimAttributes","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","cultivationStatus","lifeStage","sex","individualCount","samplingProtocol","samplingEffort","preparations","country","stateProvince","county","municipality","locality","locationRemarks","localitySecurity","localitySecurityReason","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","sourcePrimaryKey.dbpk","collId","recordId","references"
"84327","5427791","N/A","","","HumanObservation","","106862","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma brunneum","246724","(Massee) D.A. Reid","Hypholoma","brunneum","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2003-05-08","2003","5","8","128","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.733328","146.416667","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","54f136be-b42e-4acd-8e64-82b82440132c","105","urn:uuid:793453b5-0a3f-470d-8cff-fd5d6255466a","http://mycoportal.org/portal/collections/individual/index.php?occid=5427791"
"46232","5388111","N/A","","","HumanObservation","","989445","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Cortinariaceae","Descolea recedens","167942","(Sacc.) Singer","Descolea","recedens","","","","","","","","","","Ratkowsky, D. David","","","","2001-09-08","2001","9","8","251","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.350000150326714","147.96666436150906","","100","579617.0, 5310910.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","21c0e1ff-caa5-4f41-b1cd-e27c45c78ba2","105","urn:uuid:eeaa9364-473a-4582-8f9e-d966c015c4b7","http://mycoportal.org/portal/collections/individual/index.php?occid=5388111"
"13339","4625268","WIS","","","PreservedSpecimen","","WIS-F-0083282","22375","Fungi","Fungi Incertae Sedis","Dothideomycetes","Myriangiales","Elsinoaceae","Sphaceloma populi","313179","(Sacc.) Jenkins","Sphaceloma","populi","","","J. Walker","","","","","","","A. L. Bertus","","J. Walker","s.n.","1972-05-03","1972","5","3","124","","","","","","","","","","","","Melampsora medusae","","","","","","","","","","Australia","New South Wales","","","Property of A. Guymer, Upper Colo.","","0","","","","","","","","","","","","","","","","","","","","jhofmeister","2017-12-10 17:32:11","","45","urn:uuid:350884cc-1845-4200-8e4d-b91f3b9ab742","http://mycoportal.org/portal/collections/individual/index.php?occid=4625268"
"13690","3431678","PUR","","","PreservedSpecimen","","","N1114","Fungi","Fungi Incertae Sedis","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia lagenophorae","188319","Cooke","Puccinia","lagenophorae","","","","","","","","","","Walker, J; Banks, D J; Schinini, A; Coradin, L","","","","1980-09-01","1980","9","1","245","","","","","","Arctotheca nivea","","","","","","","","","","","","","","","","Australia","New South Wales","","","Dunes behind Jimmy?s Beach, Hawkes Nest","","0","","-34.9541","148.8012","","10000","","bdowns (2016-08-09 10:27:33)","","georef batch tool 2016-08-09; GeoLocate","reviewed - high confidence","","","","","","","","","","","2016-11-11 12:07:19","N1114","46","urn:uuid:6902870f-ac27-446f-ae40-ff81834f3bbf","http://mycoportal.org/portal/collections/individual/index.php?occid=3431678"
"55624","5397911","N/A","","","HumanObservation","","48444","","Fungi","Fungi Incertae Sedis","Leotiomycetes","Helotiales","Leotiaceae","Leotia lubrica","269222","(Scop.) Pers.","Leotia","lubrica","","","","","","","","","","Fungimap Recorder Number: 933","","","","2009-07-18","2009","7","18","199","","18/7/2009","Habitat: Substrate: Soil / litter. Host: Further Comments:","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Between Launceston and Scottsdale. Myrtle Bank (Skemps).","","0","","-41.297777777777775","147.35916666666665","","50","-41.297777777777775, 147.35916666666665","","","","","GPS Device Unknown","","","","","","535.0","","","","2018-08-23 19:17:58","2e453804-28ee-49e2-924e-8cd59d03d4e8","105","urn:uuid:accb472c-d6c0-44a3-a969-a166a01c405b","http://mycoportal.org/portal/collections/individual/index.php?occid=5397911"
"11949","4668742","MUOB","","","Observation","","MO203048","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Entolomataceae","Entoloma incanum","182235","(Fr.) Hesler","Entoloma","incanum","","","","","","","","","","karode13","","","","2015-04-19","2015","4","19","109","","2015-04-19","","","","","<a href='http://mushroomobserver.org/203048' target='_blank' style='color: blue;'>Original observation #203048 (Mushroom Observer)</a>","","","","","","","","","","","","","","","Australia","Victoria","","","Bullarto","","0","","-37.3883","144.221","","","","","","","","","","","","","","","Not vouchered","","","2017-07-02 08:50:53","MO203048","36","urn:uuid:1ceb02d8-fdb9-4e17-93ea-a5d229097472","http://mycoportal.org/portal/collections/individual/index.php?occid=4668742"
"82437","5425823","N/A","","","HumanObservation","","47891","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Agaricaceae","Coprinus comatus","150883","(O.F. Müll.) Pers.","Coprinus","comatus","","","","","","","","","","Fungimap Recorder Number: 211","","","","2010-04-21","2010","4","21","111","","21/4/2010","Habitat: On edge of garden bed (very near lawn) under Phoenix (canariensis?). Substrate: Host: Further Comments: Solitary primordium.","On edge of garden bed (very near lawn under Phoenix (canariensis?.","","","","","","","","","","","","","","1","","","","Australia","Victoria","","","Williamstown, Williamstown Botanic Gardens, eastern side.","","0","","-37.869166666666665","144.89666666666665","","1000","-37.869166666666665, 144.89666666666665","","","","","Melways","","","","","","","","","","2018-08-23 19:17:58","52639140-017a-4acb-83fa-610ffeedf63a","105","urn:uuid:6ee53906-19d4-43e3-9cae-c8c0921152a6","http://mycoportal.org/portal/collections/individual/index.php?occid=5425823"
"190497","5541467","N/A","","","HumanObservation","","116987","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe rodwayi","244458","(Massee) A.M. Young","Hygrocybe","rodwayi","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2004-07-13","2004","7","13","195","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.699987","147.849999","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","e6a5b0a0-c175-4830-841a-9676ffa019db","105","urn:uuid:1e5990b3-04fa-43b2-8382-b429201c1ddc","http://mycoportal.org/portal/collections/individual/index.php?occid=5541467"
"52983","5395145","N/A","","","HumanObservation","","24315","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe lilaceolamellata","244339","(G. Stev.) E. Horak","Hygrocybe","lilaceolamellata","","","","","","","","","","Fungimap Recorder Number: 903","","","","1999-05-26","1999","5","26","146","","26/5/1999","Habitat: Gregarious on moss. Up small banks. Cool temperate rainforest. Substrate: Host: Further Comments: Standard material but with dark violet lamellae.","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Little Florentine River.","","0","","-42.73694444444445","146.42333333333332","","","-42.73694444444445, 146.42333333333332","","","","","","","","","","","","","","","2018-08-23 19:17:58","2ab73476-a220-45cb-8230-b7fb7f98ba5c","105","urn:uuid:fe66e4c8-43d7-4308-a17b-3e3f4815b288","http://mycoportal.org/portal/collections/individual/index.php?occid=5395145"
"206780","5558376","N/A","","","HumanObservation","","41539","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Polyporaceae","Polyporus melanopus","187766","","Polyporus","melanopus","","","","","","","","","","Fungimap Recorder Number: 178","","","","2007-07-01","2007","7","1","182","","1/7/2007","Habitat: Open forest with Eucalyptus radiata, E. viminalis, E. obliqua, Acacia melanoxylon, banksia and peas. Picnic area with pine trees. Substrate: Wood Host: Further Comments:","Open forest with Eucalyptus radiata, E. viminalis, E. obliqua, Acacia melanoxylon, banksia and peas. Picnic area with pine trees.","","","","","","","","","","","","","","","","","","Australia","Victoria","","","Blackwood. Jack Cann Reserve","","0","","-37.47944444444445","144.2913888888889","","1000","-37.47944444444445, 144.2913888888889","","","","","","","","","","","","","","","2018-08-23 19:17:58","fc65ae28-bdd2-462f-8cd3-fabc8edf8034","105","urn:uuid:a46d5783-45cd-4392-8e8a-910aa85671ac","http://mycoportal.org/portal/collections/individual/index.php?occid=5558376"
"66899","5409641","N/A","","","HumanObservation","","1251953","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","14179","Fr. ex P. Kumm.","Entoloma","","","","","","","","","","","Ratkowsky, D. David","","","","2011-05-20","2011","5","20","140","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.13333488626262","146.76667211695192","","100","481023.0, 5224352.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","3d9a939c-235a-4977-99c7-2995dc40c081","105","urn:uuid:07ee6646-334a-4b3d-991a-06b8dd07ba61","http://mycoportal.org/portal/collections/individual/index.php?occid=5409641"
"115614","5460316","N/A","","","HumanObservation","","78783","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Entolomataceae","Entoloma albidosimulans","181546","G.M. Gates & Noordel.","Entoloma","albidosimulans","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2004-04-22","2004","4","22","113","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.716656","146.516674","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","7e938d24-f779-422b-8078-a00eb4891f78","105","urn:uuid:02dbc4d6-9b6d-4e73-a372-9dfb1412aec6","http://mycoportal.org/portal/collections/individual/index.php?occid=5460316"
"55868","5398163","N/A","","","HumanObservation","","GR103892","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Clavariaceae","Clavaria miniata","142471","Berk.","Clavaria","miniata","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","1999-05-15","1999","5","15","135","","Sat May 15 00:00:00 EST 1999","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Tahune","","0","","-43.099993","146.716665","","","-43.099993, 146.716665","","","","","","","","","","","","","","","2018-08-23 19:17:58","2e9953ba-0648-4d6b-9e8d-82ad4d95a629","105","urn:uuid:d8551069-89cf-4f95-b187-dee13b8f1bde","http://mycoportal.org/portal/collections/individual/index.php?occid=5398163"
"145316","5491238","N/A","","","HumanObservation","","108378","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Russulales","Stereaceae","Stereum illudens","434841","Berk.","Stereum","illudens","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2003-06-14","2003","6","14","165","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.516657","147.666671","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","a63d04cc-c041-4614-b303-a654da954462","105","urn:uuid:407af1ae-a8ca-44e2-afb1-9266c1e63a33","http://mycoportal.org/portal/collections/individual/index.php?occid=5491238"
"17105","7000544","iNaturalist","Observations","","Human Observation","https://www.inaturalist.org/observations/18573297","18573297","","Fungi","Fungi Incertae Sedis","Lecanoromycetes","Teloschistales","Teloschistaceae","Xanthoria parietina","190541","(L.) Th. Fr.","Xanthoria","parietina","","","","2018-11-23T07:55:40Z","","","","","","Reiner Richter","","","","2018-11-23","2018","11","23","327","","2018/11/23 12:53 PM AEDT","","","","","<a href='https://www.inaturalist.org/observations/18573297' target='_blank' style='color: blue;'> Original observation #18573297 (iNaturalist)</a>","","","","","","","","","","","","","","","Australia","Tasmania","","","Nelson Bay TAS 7330, Australia","","0","","-41.123319","144.668938","","","","","","","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","","","","","","","","","preprocessed","2018-11-25 13:33:51","18573297","86","urn:uuid:045cd80a-5819-4557-84b8-5b803fee73bc","http://mycoportal.org/portal/collections/individual/index.php?occid=7000544"
"142393","5488172","N/A","","","HumanObservation","","59006","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius chrysopocos","154159","Gasparini","Cortinarius","chrysopocos","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2001-05-24","2001","5","24","144","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.933323","147.350007","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","a2506833-61f8-4bae-bc73-2101f40a2180","105","urn:uuid:db648fc0-129a-4600-b848-fc41aa164aeb","http://mycoportal.org/portal/collections/individual/index.php?occid=5488172"
"159200","5505679","N/A","","","HumanObservation","","14308","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Schizophyllaceae","Schizophyllum commune","189058","Fr.","Schizophyllum","commune","","","","","","","","","","Fungimap Recorder Number: 440","","","","2002-11-30","2002","11","30","334","","30/11/2002","Habitat: garden Substrate: damaged root of tree Host: cluster fig Further Comments:","garden","","","","","","","","","","","","","","","","","","Australia","New South Wales","","","Coffs Harbour: Boambee, Bligh Drive","","0","","-30.33611111111111","153.06944444444443","","","-30.33611111111111, 153.06944444444443","","","","","Map source unknown.","","","","","","10.0","","","","2018-08-23 19:17:58","b894da03-da56-46f8-896d-22454e575483","105","urn:uuid:27757cb2-fd43-4e78-bf4d-63962a5556cd","http://mycoportal.org/portal/collections/individual/index.php?occid=5505679"
"130733","5476062","N/A","","","HumanObservation","","GR138237","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Boletales","Boletaceae","Boletus tasmanicus","116926","Hongo & A.K. Mills","Boletus","tasmanicus","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2004-12-07","2004","12","7","342","","Tue Dec 07 00:00:00 EST 2004","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Mt. Field, Falls Loop","","0","","-42.683323","146.7","","","-42.683323, 146.7","","","","","","","","","","","","","","","2018-08-23 19:17:58","92e46dd0-4f5d-4b6e-bc48-29e5005d656b","105","urn:uuid:df75d745-e6ef-4a86-9f63-83d18df898b9","http://mycoportal.org/portal/collections/individual/index.php?occid=5476062"
"72975","5415971","N/A","","","HumanObservation","","100615","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Boletales","Serpulaceae","Austropaxillus muelleri","109922","(Berk.) Bresinsky & Jarosch","Austropaxillus","muelleri","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2002-04-26","2002","4","26","116","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-41.266657","145.616668","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","458f906d-c7af-421b-8af9-3502f14c0b1d","105","urn:uuid:7f678970-bf2b-4401-bcae-f65f50848a14","http://mycoportal.org/portal/collections/individual/index.php?occid=5415971"
"28485","5369663","N/A","","","HumanObservation","","GR120157","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Strophariaceae","Gymnopilus","14749","P. Karst.","Gymnopilus","","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2002-03-30","2002","3","30","89","","Sat Mar 30 00:00:00 EST 2002","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Duckhole Lake","","0","","-43.366653","146.883332","","","-43.366653, 146.883332","","","","","","","","","","","","","","","2018-08-23 19:17:58","0a065824-617b-452a-b44d-37777fb0c1f0","105","urn:uuid:40ebaed4-d7c7-41d1-acb3-458f72061203","http://mycoportal.org/portal/collections/individual/index.php?occid=5369663"
"191198","5542190","N/A","","","HumanObservation","","95430","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Tricholomataceae","Collybia eucalyptorum","147682","Cleland","Collybia","eucalyptorum","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2001-06-19","2001","6","19","170","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.266659","146.916669","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","e788b36e-afeb-4574-80d7-adc05e5c4be9","105","urn:uuid:55d7b39a-d48b-4a89-9f91-d3df5c5d1ca1","http://mycoportal.org/portal/collections/individual/index.php?occid=5542190"
"45090","5386922","N/A","","","HumanObservation","","115954","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","15538","","Lepiota","","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2004-06-08","2004","6","8","160","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-41.316655","147.916666","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","20371aff-fd47-4fea-b6af-9e31f729686c","105","urn:uuid:5b87e808-9444-4c52-b9bf-4537c9c91c6c","http://mycoportal.org/portal/collections/individual/index.php?occid=5386922"
"53940","5396150","N/A","","","HumanObservation","","75851","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Russulales","Stereaceae","Stereum versicolor","435150","(Sw.) Fr.","Stereum","versicolor","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2003-10-15","2003","10","15","288","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-41.349991","146.916674","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","2bf6949a-19f5-4122-8596-bc3d5409c4aa","105","urn:uuid:e17fde35-2b25-46d2-a650-ed7e2a9d2b63","http://mycoportal.org/portal/collections/individual/index.php?occid=5396150"
"129447","5474716","N/A","","","HumanObservation","","1251500","","Fungi","Fungi Incertae Sedis","Pezizomycetes","Pezizales","Discinaceae","Gyromitra esculenta","233677","(Pers.) Fr.","Gyromitra","esculenta","","","","","","","","","","Ratkowsky, D. David","","","","2010-09-10","2010","9","10","253","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.683332426255014","146.69999648227846","","100","475422.0, 5274306.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","91270468-e8fc-41df-a9ee-fba32fb42e1c","105","urn:uuid:8091e58c-afc5-4bbe-a2e9-35dc53893d9e","http://mycoportal.org/portal/collections/individual/index.php?occid=5474716"
"209443","5561152","N/A","","","HumanObservation","","","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Agaricaceae","Lycoperdon","15815","","Lycoperdon","","","","","","","","","","","Richter, R. Reiner","","","http://www.bowerbird.org.au/obse","2017-01-01","2017","1","1","1","","","?Lycoperdon Puffballs on Log","","","","","","","","","","","","","","","","","","","Australia","Victoria","","","","","0","","-37.8052375","146.33966722222203","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","ffccd311-d2ee-45b6-b8d3-b762ca8ecaa1","105","urn:uuid:f12ea633-3f25-4766-9b1e-3f6d03a0ecf1","http://mycoportal.org/portal/collections/individual/index.php?occid=5561152"
"25067","5366084","N/A","","","HumanObservation","","45991","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Hygrophoraceae","Lichenomphalia umbellifera","185260","(L.) Redhead, Lutzoni, Moncalvo & Vilgalys","Lichenomphalia","umbellifera","","","","","","","","","","Fungimap Recorder Number: 1362","","","","2009-10-18","2009","10","18","291","","18/10/2009","Habitat: Cleared grassy area near wet sclerophyll (Eucalyptus obliqua). Substrate: On earth bank beside road. Host: Further Comments:","Cleared grassy area near wet sclerophyll (Eucalyptus obliqua.","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Hobart. Off Strickland Avenue, Main Fire Trail.","","0","","-42.897777777777776","147.26944444444445","","1000","-42.897777777777776, 147.26944444444445","","","","","AMG","","","","","","270.0","","","","2018-08-23 19:17:58","056a8574-847c-4d7d-b05b-3f150d69d801","105","urn:uuid:0d0d9546-29b1-48f4-a8b9-b2f66d14075e","http://mycoportal.org/portal/collections/individual/index.php?occid=5366084"
"141660","5487409","N/A","","","HumanObservation","","GR143184","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Phanerochaetaceae","Byssomerulius corium","120921","(Pers.) Parmasto","Byssomerulius","corium","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2005-08-18","2005","8","18","230","","Thu Aug 18 00:00:00 EST 2005","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Wielangta","","0","","-42.699987","147.849999","","","-42.699987, 147.849999","","","","","","","","","","","","","","","2018-08-23 19:17:58","a150405e-4d06-4a5c-9c51-b5f7ceaea7af","105","urn:uuid:06113564-459a-48f9-b2df-b277b66fa58d","http://mycoportal.org/portal/collections/individual/index.php?occid=5487409"
"155179","5501507","N/A","","","HumanObservation","","108266","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Mycenaceae","Mycena lividorubra","298424","Segedin","Mycena","lividorubra","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2003-06-12","2003","6","12","163","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.099987","146.683338","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","b36947dc-48e0-4cb2-ac6d-d64e0c010844","105","urn:uuid:63c6ef17-93d8-42ec-8c75-f2fd0b958c65","http://mycoportal.org/portal/collections/individual/index.php?occid=5501507"
"186058","5536864","N/A","","","HumanObservation","","1221897","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Mycenaceae","Mycena mulawaestris","298534","Grgur.","Mycena","mulawaestris","","","","","","","","","","Ratkowsky, D. David","","","","2010-05-12","2010","5","12","132","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.816662555822624","146.63333474222628","","5000","470025.0, 5259479.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","e0e8d75c-17ee-47ab-b7db-2ac603127d73","105","urn:uuid:4f309ea3-ef8f-464b-91a6-da040c30e351","http://mycoportal.org/portal/collections/individual/index.php?occid=5536864"
"163539","5510191","N/A","","","HumanObservation","","1254269","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Russulales","Russulaceae","Lactarius stenophyllus","258102","Berk.","Lactarius","stenophyllus","","","","","","","","","","Ratkowsky, D. David","","","","2011-02-04","2011","2","4","35","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.13333488626262","146.76667211695192","","100","481023.0, 5224352.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","be4f9736-bc64-45e2-9ad8-da3ece84bf70","105","urn:uuid:3528ea92-a77a-452b-8019-6a830a91e5f8","http://mycoportal.org/portal/collections/individual/index.php?occid=5510191"
"122921","5467920","N/A","","","HumanObservation","","1016442","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Mycenaceae","Scytinotus longinquus","653834","(Berk.) Thorn","Scytinotus","longinquus","","","","","","","","","","Ratkowsky, D. David","","","","2004-05-23","2004","5","23","144","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.91666529382557","147.25000478600134","","100","520405.0, 5248409.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","88595462-f876-45f3-990b-bc3626353f3b","105","urn:uuid:4dc7be81-71ca-4a8a-8574-4d21b4af81b0","http://mycoportal.org/portal/collections/individual/index.php?occid=5467920"
"167154","5513966","N/A","","","HumanObservation","","","","","","","","","Fungi","7","","","","","","","","","","","","","Phelan, L. Lorraine","","","http://www.bowerbird.org.au/obse","2017-07-05","2017","7","5","186","","","A colony of fungi in heath near Anglesea.","","","","","","","","","","","","","","","","","","","Australia","Victoria","","","","","0","","-38.35987735658006","144.0929098612305","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","c33e5546-1a86-443b-aab5-7c8a45c80aed","105","urn:uuid:19a146a5-dea9-447e-b0cd-34014baab3ae","http://mycoportal.org/portal/collections/individual/index.php?occid=5513966"
"125198","5470283","N/A","","","HumanObservation","","GR110993","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","14179","Fr. ex P. Kumm.","Entoloma","","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2000-08-27","2000","8","27","240","","Sun Aug 27 00:00:00 EST 2000","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Sandy Bay (suburbia)","","0","","-42.899993","147.316673","","","-42.899993, 147.316673","","","","","","","","","","","","","","","2018-08-23 19:17:58","8b678075-7954-4975-9263-6c1b0ee3aa43","105","urn:uuid:34a151be-d505-4399-baef-9b2a57fd0419","http://mycoportal.org/portal/collections/individual/index.php?occid=5470283"
"17027","6997743","iNaturalist","Observations","","Human Observation","https://www.inaturalist.org/observations/18335715","18335715","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Amanitaceae","Amanita muscaria","95084","(L.) Lam.","Amanita","muscaria","","","","2018-11-11T20:50:00Z","","","","","","vagabondvoyager","","","","2018-05-05","2018","5","5","125","","2018/05/05 4:37 PM AEST","","","","","<a href='https://www.inaturalist.org/observations/18335715' target='_blank' style='color: blue;'> Original observation #18335715 (iNaturalist)</a>","","","","","","","","","","","","","","","Australia","Victoria","","","Lyonville VIC 3461, Australia","","0","","-37.389452","144.268267","","10","","","","","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","","","","","","","","","preprocessed","2018-11-16 23:47:01","18335715","86","urn:uuid:c6ab93cf-1c16-4e24-9b0e-7e0efb2ab43b","http://mycoportal.org/portal/collections/individual/index.php?occid=6997743"
"8118","1359400","BPI","","","PreservedSpecimen","","BPI 455116","","Fungi","Fungi Incertae Sedis","Dothideomycetes","Pleosporales","Pleosporaceae","Cerebella andropogonis","134411","Ces.","Cerebella","andropogonis","","","Watson Alice J.","","","","","","","Chapman Q. L.","","","","","","","","","","","","","","Paspalum sp.","","","","","","","","","","","","","","","","Australia","","","","Intercepted Charleston South Carolina #8393","","0","","","","","","","","","","","","","","","","","","","","","2017-07-15 13:45:20","BPI 455116","24","urn:uuid:d0c7a575-9ad4-49ca-825e-0f4436efd106","http://mycoportal.org/portal/collections/individual/index.php?occid=1359400"
"12196","4754433","MUOB","","","Observation","","MO240191","","","","","","","Boletellus deceptivus","629371","Halling & Fechner","Boletellus","deceptivus","","","","","","","","","","Ian Dodd (kk) (www.kundabungkid.com) Australia (kundabungkid)","","","","2016-05-26","2016","5","26","147","","2016-05-26","Nicely in display.","","","","<a href='http://mushroomobserver.org/240191' target='_blank' style='color: blue;'>Original observation #240191 (Mushroom Observer)</a>","","","","","","","","","","","","","","","Australia","New South Wales","","","Yarrahapinni State Forest, North of Grassy Head","","0","","-30.7862","152.951","","","","","","","","","","","","","","","Vouchered by collector","","","2017-07-01 16:26:16","MO240191","36","urn:uuid:791424d4-4bd9-4b89-a20e-33a91e464fdb","http://mycoportal.org/portal/collections/individual/index.php?occid=4754433"
"36902","5378408","N/A","","","HumanObservation","","1051986","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Tricholomataceae","Pseudobaeospora","17649","Singer","Pseudobaeospora","","","","","","","","","","","Ratkowsky, D. David","","","","2001-06-06","2001","6","6","157","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.950001734428454","147.20000141940307","","100","516315.0, 5244718.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","155568c5-f520-4148-8429-8d70f6037002","105","urn:uuid:7cee956f-4b2d-42ac-876d-29a091ab3d78","http://mycoportal.org/portal/collections/individual/index.php?occid=5378408"
